All device pins and their pinmux options
Pin,Name,Selected Mode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,GPIO11,,GPIO11,EPWM6B,SCIRXDB,OUTPUTXBAR7,GPIO11,EQEP1B,SCIRXDB,,GPIO11,,,,GPIO11,,,UPP-STRT
2,VDDIO,VDDIO
3,GPIO12,,GPIO12,EPWM7A,CANTXB,MDXB,GPIO12,EQEP1S,SCITXDC,,GPIO12,,,,GPIO12,,,UPP-ENA
4,GPIO13,,GPIO13,EPWM7B,CANRXB,MDRB,GPIO13,EQEP1I,SCIRXDC,,GPIO13,,,,GPIO13,,,UPP-D7
5,GPIO14,,GPIO14,EPWM8A,SCITXDB,MCLKXB,GPIO14,,OUTPUTXBAR3,,GPIO14,,,,GPIO14,,,UPP-D6
6,GPIO15,,GPIO15,EPWM8B,SCIRXDB,MFSXB,GPIO15,,OUTPUTXBAR4,,GPIO15,,,,GPIO15,,,UPP-D5
7,GPIO16,,GPIO16,SPISIMOA,CANTXB,OUTPUTXBAR7,GPIO16,EPWM9A,,SD1_D1,GPIO16,,,,GPIO16,,,UPP-D4
8,GPIO17,,GPIO17,SPISOMIA,CANRXB,OUTPUTXBAR8,GPIO17,EPWM9B,,SD1_C1,GPIO17,,,,GPIO17,,,UPP-D3
9,GPIO18,,GPIO18,SPICLKA,SCITXDB,CANRXA,GPIO18,EPWM10A,,SD1_D2,GPIO18,,,,GPIO18,,,UPP-D2
10,VDDIO,VDDIO
11,GPIO19,,GPIO19,SPISTEA,SCIRXDB,CANTXA,GPIO19,EPWM10B,,SD1_C2,GPIO19,,,,GPIO19,,,UPP-D1
12,GPIO20,,GPIO20,EQEP1A,MDXA,CANTXB,GPIO20,EPWM11A,,SD1_D3,GPIO20,,,,GPIO20,,,UPP-D0
13,GPIO21,,GPIO21,EQEP1B,MDRA,CANRXB,GPIO21,EPWM11B,,SD1_C3,GPIO21,,,,GPIO21,,,UPP-CLK
14,GPIO99,,GPIO99,,,EM2A1,GPIO99,EQEP1I,,,GPIO99,,,,GPIO99,,,
15,VDDIO,VDDIO
16,VDD,VDD
17,ADCINC0/ ADCINC1,ADCINC0/ ADCINC1
18,VREFHIC,VREFHIC
19,VREFHIA,VREFHIA
20,ADCINA5,ADCINA5
21,ADCINA4,ADCINA4
22,ADCINA3,ADCINA3
23,ADCINA2,ADCINA2
24,ADCINA1,ADCINA1
25,ADCINA0,ADCINA0
26,ADCIN14,ADCIN14
27,ADCIN15,ADCIN15
28,ADCINB0,ADCINB0
29,ADCINB1,ADCINB1
30,ADCINB2,ADCINB2
31,ADCINB3,ADCINB3
32,ADCINB4,ADCINB4
33,ADCINB5,ADCINB5
34,VREFLOB,VREFLOB
35,VREFLOD,VREFLOD
36,VSSA,VSSA
37,VREFHIB,VREFHIB
38,VDDA/ VREFHID,VDDA/ VREFHID
39,VDD,VDD
40,VDDIO,VDDIO
41,VDD3VFL,VDD3VFL
42,FLT1,FLT1
43,FLT2,FLT2
44,VDDIO,VDDIO
45,VDD,VDD
46,TDI,TDI
47,TDO,TDO
48,TRSTN,TRSTN
49,TMS,TMS
50,TCK,TCK
51,GPIO41,,GPIO41,,EM1A3,,GPIO41,,SCLB,,GPIO41,,,,GPIO41,,,
52,GPIO58,,GPIO58,MCLKRA,EM1D26,EM2D10,GPIO58,OUTPUTXBAR1,SPICLKB,SD2_D2,GPIO58,,,,GPIO58,,,SPISIMOA
53,GPIO59,,GPIO59,MFSRA,EM1D25,EM2D9,GPIO59,OUTPUTXBAR2,SPISTEB,SD2_C2,GPIO59,,,,GPIO59,,,SPISOMIA
54,GPIO60,,GPIO60,MCLKRB,EM1D24,EM2D8,GPIO60,OUTPUTXBAR3,SPISIMOB,SD2_D3,GPIO60,,,,GPIO60,,,SPICLKA
55,VDDIO,VDDIO
56,GPIO61,,GPIO61,MFSRB,EM1D23,EM2D7,GPIO61,OUTPUTXBAR4,SPISOMIB,SD2_C3,GPIO61,,,,GPIO61,,,SPISTEA
57,GPIO62,,GPIO62,SCIRXDC,EM1D22,EM2D6,GPIO62,EQEP3A,CANRXA,SD2_D4,GPIO62,,,,GPIO62,,,
58,GPIO63,,GPIO63,SCITXDC,EM1D21,EM2D5,GPIO63,EQEP3B,CANTXA,SD2_C4,GPIO63,,,,GPIO63,,,SPISIMOB
59,GPIO64,,GPIO64,,EM1D20,EM2D4,GPIO64,EQEP3S,SCIRXDA,,GPIO64,,,,GPIO64,,,SPISOMIB
60,GPIO65,,GPIO65,,EM1D19,EM2D3,GPIO65,EQEP3I,SCITXDA,,GPIO65,,,,GPIO65,,,SPICLKB
